Ax watch,Ay watch,Az watch,Gx watch,Gy watch,Gz watch,Ax esense,Ay esense,Az esense,Gx esense,Gy esense,Gz esense
-8.271966934,4.01747036,4.359841347,-0.581543684,-0.185703039,-0.215024561,-5421,-6369,2035,-309,41,31
-7.649474621,3.512293816,4.623203278,-0.585208893,-0.179594383,-0.213802829,-5471,-6354,2306,-100,126,-323
-5.319916248,-2.221819162,6.358999729,-2.707354784,-1.115439892,-1.886351824,-5412,-6353,2316,-297,-96,-61
-4.714183331,-6.038176537,5.887341976,-2.234544992,-1.126435518,-1.837482691,-5401,-6320,2047,-369,116,-2
-3.840299606,-9.186552048,7.941566944,-2.252871037,-1.131322384,-1.452637553,-5421,-6310,2020,-220,-117,131
-2.990357876,-10.10592556,7.647080421,-0.537561417,-0.529009283,-0.690277755,-5439,-6282,1933,-605,119,789
-2.207453966,-7.821856976,4.984727859,0.438601255,0.282219738,0.144164205,-5999,-5963,1943,-261,-76,1646
-2.106897593,-7.582436562,5.102043629,0.020769419,0.271224171,0.087964594,-6480,-5320,2121,-698,-373,681
-2.006340981,-7.438784599,5.322310448,-0.142942473,0.114842668,0.012217305,-6144,-5328,1767,-1369,-690,800
-2.252943754,-7.967903137,5.736507416,-0.142942473,-0.105068825,-0.068416908,-6260,-5347,1883,-1922,-1544,82
-2.094926596,-7.433996201,5.817910194,0.222354949,0.091629788,-0.12339478,-6488,-5897,1719,-2152,-1833,-288
-2.183511972,-7.754819393,5.497087002,0.080634214,0.175929189,-0.064751714,-6961,-4556,1741,-1168,-194,1460
-2.111685991,-7.582436562,5.260061264,0.146607652,0.183259577,-0.083077677,-6788,-4640,1888,-1321,-550,1067
-2.063801765,-7.821856976,5.444414616,-0.155159771,0.116064399,-0.135612085,-6833,-4627,1703,-669,-607,-113
-2.063801765,-7.824251175,5.401319027,0.146607652,0.061086524,-0.213802829,-6799,-4655,1748,35,-351,-275
-2.293645144,-7.400477409,5.35343504,0.00122173,0.098960169,-0.150272846,-7178,-4623,1933,198,-170,-78
-2.255337954,-7.95832634,5.228936672,-0.13072516,0.163711891,-0.039095376,-6903,-4014,2163,-367,78,414
-1.917755604,-7.984662533,4.393360138,-0.245567828,0.036651913,0.048869219,-6852,-4475,1436,514,365,352
-1.731007814,-8.228871346,4.786009312,-0.145385921,-0.185703039,-0.227241874,-7093,-4538,2000,2459,-384,-355
-1.802833915,-8.437167168,4.819528103,-0.160046697,-0.204028994,-0.224798411,-7184,-3678,2592,3166,358,1686
-1.740584612,-8.501810074,4.999093056,0.183259577,0.042760566,0.010995574,-7796,-3060,1731,-135,2124,2268
-1.829170108,-8.264783859,4.762067318,0.062308256,0.128281698,0.064751714,-8049,-2957,1517,848,1640,1376
-1.853112102,-8.259995461,4.587290287,0.057421334,0.019547688,0.1001819,-7559,-2781,1858,-790,-497,-623
-1.989581585,-8.482656479,4.551377296,0.020769419,-0.059864793,0.064751714,-7744,-3105,1703,-463,-500,-255
-2.592920542,-8.463502884,5.57848978,0.34452799,0.064751714,0.091629788,-7690,-2975,1769,-729,-164,-383
-4.307168961,-7.524975777,7.232883453,1.120326877,0.695164621,0.987158239,-7572,-3120,1699,-486,-101,440
-4.934449673,-6.263231754,6.418854713,1.273043156,1.059240341,1.563814998,-7680,-2784,1867,-483,338,-96
-5.679046631,-2.363077164,5.463568211,1.284038782,0.718377531,1.401324868,-7789,-3126,1667,-11,-127,-799
-6.505045891,-0.172382519,5.250484467,1.170417786,0.463035852,1.034805775,-7359,-3422,1777,329,188,-428
-6.964732647,0.945709646,5.269638062,1.164309144,0.311541289,0.725707889,-7352,-3248,1798,144,857,-543
-7.309497833,2.389413357,4.989516258,0.96028018,0.23335053,0.401949346,-7526,-3707,1276,617,1035,-820
-7.773972988,2.885013103,4.802768707,0.442266434,0.116064399,0.156381503,-7385,-3546,1345,1330,732,-807
-7.852981567,3.97916317,3.988739967,0.469144523,0.147829384,0.1001819,-7029,-4310,1906,1864,-319,-1882
-7.963114738,3.708618402,4.060565948,0.428827405,0.173485726,0.097738437,-6699,-4973,1962,1289,260,-1558
-7.910442352,4.039018154,3.557783842,0.469144523,0.173485726,0.078190751,-6709,-4738,1945,1389,563,-1314
-7.936778545,4.060565948,3.148375273,0.301767439,0.112399206,0.0842994,-6778,-4848,2022,467,560,-391
-7.855375767,4.390965939,2.794033289,0.068416908,0.041538838,0.047647487,-6124,-5310,2016,38,109,-500
-7.903259754,4.589684486,2.85867691,0.086742863,0.029321533,0.00122173,-6079,-5701,1924,283,262,-876
-7.862558365,4.57771349,2.916137695,0.032986723,0.042760566,-0.002443461,-5869,-5631,1941,117,121,-671
-7.867346764,4.726154327,2.894589901,0.098960169,0.020769419,0.056199603,-5810,-5955,2006,302,91,-826
-7.738059998,4.8291049,2.683900118,0.057421334,0.012217305,0.02687807,-5678,-6098,2354,118,38,-459
-7.680599213,4.505887508,2.829946518,-0.152716309,-0.051312681,-0.034208454,-5331,-6463,2376,-277,75,-349
-7.931990147,4.568136692,3.38300705,-0.406836241,-0.182037845,-0.109955743,-5321,-6479,2404,53,-86,-328
-5.379771233,-2.540247917,4.824316502,-2.171015024,-0.993266881,-1.94377315,-5114,-6376,2337,-276,76,113
-3.239354849,-8.056488991,7.278373241,-1.40743351,-1.425759435,-1.844812989,-5095,-6363,2332,-281,58,-127
-1.675941229,-8.269572258,6.358999729,-0.141720742,-0.411723167,-0.631634653,-5661,-6113,1932,-230,-81,1013
-1.297657371,-8.82263279,5.482721806,-0.38728857,0.111177474,-0.117286131,-6015,-5798,2012,-405,-101,1827
-1.07739079,-8.303091049,4.57771349,-0.486248732,0.152716309,0.241902635,-6082,-5249,1753,-2201,-485,2131
-0.74459672,-8.489839554,4.496310711,-0.183259577,-0.128281698,0.188146502,-6634,-5103,1146,-2753,-888,823
-0.663193882,-8.573636055,4.570530891,0.237015709,-0.108734012,-0.012217305,-6615,-4269,973,-433,-1149,731
-0.758961916,-8.374917984,5.185841084,0.240680903,0.12339478,-0.27488935,-7241,-4197,1335,-748,-233,1339
-0.749385118,-8.487444878,4.67827034,-0.036651913,0.166155353,-0.237015709,-7462,-3729,1290,-763,-326,1391
-0.562637389,-8.846575737,4.474762917,0.051312681,-0.003665192,0.012217305,-7058,-3731,1580,91,-518,-321
-0.562637389,-8.846575737,4.474762917,0.051312681,-0.003665192,0.012217305,-7137,-3723,1415,73,-248,-53
-0.368707061,-8.437167168,4.690241337,0.144164205,-0.078190751,0.020769419,-7472,-3511,1644,267,275,517
-0.368707061,-8.47786808,5.070919037,0.357967019,-0.047647487,-0.048869219,-7460,-3463,1629,-21,367,-110
-1.601720929,-7.841010571,7.931990147,0.463035852,0.280998021,0.514348507,-7515,-3463,1217,-244,292,264
-4.647145271,-3.397372246,5.133168221,0.406836241,0.938289046,0.752586007,-7548,-3699,1190,-261,267,-257
-6.210559368,-2.93529129,5.743690014,0.257785141,0.343306273,0.1001819,-7445,-3487,1376,14,177,-168
-6.615179062,-2.449268341,6.117185116,0.226020142,0.167377084,-0.002443461,-7092,-3894,979,-14,217,-259
-6.742072105,-3.043030262,6.246472359,-0.310319543,-0.002443461,-0.037873644,-7088,-3924,1107,397,206,30
-5.717353821,-3.371036053,5.142745018,-1.059240341,-0.453262001,-0.204028994,-7281,-4161,1148,951,575,-146
-5.348646641,-4.388571739,5.839457989,-1.780061364,-0.751364231,-0.513126791,-6896,-4005,972,1223,444,6
-6.234501362,-7.278373241,7.082048416,0.47036624,0.024434609,-0.085521132,-7286,-4155,1189,2557,985,922
-6.550535679,-6.040570736,6.495469093,1.380555511,0.430049121,0.422718763,-7103,-3762,1219,2545,1290,905
-6.543353081,-2.533065319,6.10042572,1.679879427,0.808785558,0.943175912,-7431,-3538,1802,-574,-374,-380
-6.701370716,-0.782903969,5.432443619,1.145983219,0.724486172,0.902858853,-7142,-3565,1470,-1032,-111,-784
-7.065289021,0.763750315,4.900930882,0.623082578,0.244346097,0.45692721,-7270,-4167,1265,-1901,2,-1109
-7.527369976,1.704671621,5.35104084,0.551000476,0.098960169,0.254119933,-7222,-4387,1283,-1642,-243,-253
-7.982268333,2.669534922,5.09725523,0.437379509,0.089186326,0.228463605,-7277,-4077,1293,1342,124,-329
-7.896077156,2.806004286,4.766855717,0.510683358,0.189368233,0.185703039,-7183,-4233,1527,1281,-214,-891
-8.054094315,3.543418407,3.988739967,0.370184332,0.149051115,0.085521132,-6722,-4814,1999,384,-116,-808
-7.92001915,4.371812344,3.148375273,0.042760566,0.002443461,0.012217305,-6294,-5418,1764,-213,75,-469
-7.977479935,4.141968727,3.189076662,0.051312681,0.025656341,0.008552114,-6502,-5253,1772,-357,-332,-148
-7.802703381,4.173093796,3.184288263,0.06963864,0.030543262,0.015882496,-6114,-5328,1778,113,-79,-427
-7.802703381,4.173093796,3.184288263,0.06963864,0.030543262,0.015882496,-6113,-5652,2089,315,56,-487
-7.903259754,4.213795185,3.045424461,0.083077677,0.021991149,0.013439035,-6221,-5532,1935,-123,-344,-413
-8.032546997,4.558559895,3.023876667,0.039095376,0.024434609,0.018325957,-6158,-5590,1947,-16,56,-592
-8.032546997,4.558559895,3.023876667,0.039095376,0.024434609,0.018325957,-5798,-5960,1948,53,99,-216
-7.91762495,4.551377296,2.825158119,0.058643065,0.032986723,0.018325957,-6014,-5778,1999,95,-125,3
-7.91762495,4.369418144,2.839523315,0.021991149,0.030543262,-0.007330383,-5968,-5795,2312,-279,71,114
-7.898471355,4.601655483,2.7533319,-0.004886922,0.013439035,-0.003665192,-5631,-6152,2362,37,-118,-338
-7.872135162,4.642356873,2.590526342,0.063529983,0.020769419,-0.019547688,-5554,-6251,2341,52,-111,-148
-7.872135162,4.642356873,2.590526342,0.063529983,0.020769419,-0.019547688,-5509,-6055,2344,30,124,-163
-7.69257021,4.57531929,2.624045134,-0.090408057,-0.05009095,-0.019547688,-5701,-6105,2330,-311,38,58
-7.752425194,4.192247391,2.82036972,-0.195476875,-0.096516706,-0.047647487,-5667,-6402,2349,-315,77,-115
-7.54891777,4.285621166,3.110068083,-0.226020142,-0.145385921,-0.097738437,-5678,-6119,2343,60,-52,58
-7.709329605,3.823540211,3.471592426,-0.415388376,-0.193033412,-0.134390354,-5666,-6116,2357,47,-117,-266
-8.006210327,3.433285236,5.130774021,-1.163087368,-0.232128799,-0.239459172,-5364,-6401,2330,-316,-101,79
-6.833051682,0.955286503,5.054159641,-2.477669477,-0.414166629,-0.485027015,-5734,-6043,2035,-206,-79,405
-5.006275654,-2.408566952,3.411737442,-2.80142808,-0.690277755,-1.028697014,-5505,-6199,1978,-223,-10,674
-5.999869347,-5.887341976,5.463568211,-2.2186625,-0.235793978,-1.611462474,-5950,-5837,2171,-248,-52,1105
-6.409277916,-7.316680431,6.524199486,-0.849102676,-0.054977871,-1.413542151,-5808,-5926,2163,-584,-74,997
-5.121197224,-6.87614727,5.183446884,0.190589949,0.202807263,-0.103847094,-6350,-5080,1906,-763,-202,999
-5.137956619,-6.833051682,5.530605793,0.442266434,0.256563395,0.108734012,-6743,-5180,1684,-923,-255,491
-6.172252178,-5.310339451,6.524199486,1.275486588,0.350636661,0.842994034,-6337,-5417,1138,-2604,-104,-67
-6.438008308,-3.991134167,6.311115742,1.580919266,0.588874102,1.06290555,-6613,-5014,1108,-830,114,1887
-6.440402508,-2.166752577,5.736507416,1.815491557,0.752586007,1.038470864,-7035,-4736,989,712,-103,1169
-6.7636199,-0.093373865,5.805939198,1.488067746,0.678060412,0.917519569,-6843,-4353,1345,1041,164,330
-7.556100368,2.683900118,4.67827034,0.590095818,0.166155353,0.221133217,-6821,-4686,1404,277,-779,-94
-7.975085735,2.940079689,4.647145271,0.445931643,0.140499011,0.086742863,-6647,-4496,1673,1163,468,-213
-8.015787125,3.754108191,3.895366192,0.393397212,0.172263995,0.12339478,-6576,-4970,1771,745,421,-853
-7.874529362,4.213795185,3.105279684,0.279776275,0.167377084,0.087964594,-6699,-5185,1724,354,520,-404
-7.905653954,4.338293552,2.643198729,0.057421334,0.042760566,0.032986723,-6471,-5485,1910,270,-90,-407
-7.876923561,4.398148537,2.604891539,0.018325957,0.02687807,0.034208454,-6103,-5338,1666,-73,-279,-875
-8.051700592,4.604049683,2.281674147,0.018325957,0.02321288,-0.002443461,-6168,-5591,1779,-110,-339,-1317
-8.058882713,4.5370121,2.597708941,0.009773844,-0.008552114,0.003665192,-5594,-6164,1930,40,5,-408
-8.06127739,4.747702122,2.554613113,-0.003665192,0.006108652,-0.031764992,-5710,-6049,2171,-108,-105,-382
-7.785943985,4.469974518,2.41335535,-0.040317107,-0.013439035,-0.037873644,-5639,-6123,1973,116,76,-298
-7.563282967,4.144362926,2.911349297,-0.245567828,-0.161268428,-0.074525557,-5635,-6124,2029,93,120,-268
-7.410054207,4.189853191,3.371036053,-0.472809702,-0.273667634,-0.111177474,-5347,-6440,2031,-284,99,-261
-7.058106422,1.393425345,4.659116745,-2.087937355,-0.355523586,-0.514348507,-5328,-6433,2014,-262,118,-112
-5.358223438,-9.380482674,6.256049156,-0.568104684,-0.215024561,-1.269377947,-5693,-6026,2135,-545,86,747
-4.38378334,-8.374917984,6.117185116,0.180816114,-0.042760566,-0.507018149,-5919,-6160,2100,-158,269,1010
-3.043030262,-7.819462776,3.969586372,0.18692477,0.18692477,-0.213802829,-6520,-5410,1843,-1895,-568,482
-3.110068083,-8.341399193,4.572925091,0.311541289,-0.063529983,-0.169820532,-6311,-5075,1177,-2417,-1372,-306
-2.762908697,-8.101978302,5.374982834,-0.067195177,-0.029321533,-0.152716309,-6922,-4550,1521,-430,-1614,852
-2.616862535,-7.740454197,5.032611847,0.289550126,0.064751714,-0.063529983,-6925,-4536,1758,-781,-1328,-177
-2.549824715,-7.661445618,5.231330872,-0.05009095,-0.028099801,-0.030543262,-6532,-4815,2129,-421,-235,-191
-2.506729126,-7.773972988,5.724536419,0.205250725,0.256563395,-0.061086524,-6969,-4524,2135,260,-61,-51
-3.15795207,-7.721300602,6.409277916,0.175929189,0.366519153,0.062308256,-6974,-4529,2133,-38,-47,-88
-3.830722809,-7.838616371,6.258443356,0.597426236,0.357967019,0.555887401,-6980,-4571,2160,71,264,-41
-4.647145271,-7.381323814,5.501875401,1.055575132,0.586430609,1.065348983,-7011,-4497,2149,69,341,296
-5.576095581,-2.051830769,5.781997204,-0.310319543,0.411723167,0.113620937,-7034,-4690,1915,-634,609,-36
-6.50744009,-3.38061285,5.442020416,-0.134390354,-0.101403631,-0.063529983,-7007,-4712,1265,1074,827,637
-7.527369976,-4.074931145,5.940014362,-0.118507855,-0.234572262,-0.118507855,-7004,-4621,1207,2032,1198,842
-7.673416615,-3.591302633,6.272808552,0.438601255,0.018325957,0.166155353,-6909,-4468,1204,2286,1653,471
-7.603984833,-3.366247654,5.937620163,0.509461641,0.217468023,0.38728857,-7218,-4395,1562,2046,988,338
-7.845798969,-2.849100113,5.789179802,0.560774267,0.227241874,0.571769893,-7205,-4024,1459,1328,183,-287
-7.290344238,-1.204283476,5.264849663,0.873537302,0.32131511,0.673173487,-7169,-4371,1869,-133,-314,-265
-8.370129585,1.74776721,4.75488472,0.290771842,0.063529983,0.180816114,-7100,-3970,1650,-23,-115,-535
-8.209717751,2.176329374,4.38378334,0.448375076,0.067195177,0.199142069,-7006,-4732,1823,1332,-264,-876
-8.097189903,2.403778553,4.400542736,0.370184332,0.0842994,0.175929189,-6950,-4595,1778,1622,-347,-863
-8.236053467,3.131615877,3.892971992,0.178372651,0.091629788,0.114842668,-6944,-4678,2240,2070,625,124
-8.236053467,3.390189648,3.840299606,0.316428185,0.122173049,0.149051115,-6807,-4639,2618,824,191,102
-8.135497093,3.569754839,3.801992416,0.382401645,0.163711891,0.191811681,-7036,-4532,2647,-59,-3,-361
-7.924807549,4.12999773,3.069366693,0.436157793,0.142942473,0.147829384,-6943,-4992,2607,165,262,-386
-7.864952564,3.842693806,3.205836058,0.351858377,0.10751228,0.065973446,-6761,-4795,2629,194,-51,-564
-7.936778545,4.426878929,2.841917515,0.160046697,0.017104227,0.061086524,-6382,-5068,2627,-303,522,-1737
-7.943961143,4.429273129,2.420537949,0.095294975,0.04642576,0.056199603,-6509,-5483,2583,-520,357,-1869
-7.910442352,4.596867085,2.401384354,0.056199603,0.041538838,0.02687807,-6197,-5588,2254,-466,-184,-906
-7.99663353,4.666299343,2.537853718,0.031764992,0.040317107,0.048869219,-5951,-5782,2255,-323,-370,-445
-7.905653954,4.630385876,2.480392933,0.037873644,0.020769419,0.031764992,-5911,-5885,2236,87,-71,-241
-7.857769966,4.572925091,2.375048161,0.05009095,0.012217305,0.006108652,-5560,-6213,2228,89,-128,-254
-8.0229702,4.695029736,2.45405674,0.10751228,-0.002443461,0.032986723,-5708,-6054,2243,77,-293,-198
-7.790732384,4.783615112,2.281674147,-0.013439035,0.015882496,0.012217305,-5647,-6134,2261,-300,-262,-160
-7.721300602,4.647145271,2.274491549,-0.051312681,-0.006108652,-0.018325957,-5339,-6437,2562,18,-337,-137
-7.527369976,4.242525578,2.470816135,-0.179594383,-0.07696902,-0.037873644,-5315,-6471,2599,-268,-319,-359
-7.819462776,4.520252705,2.920926094,-0.327423781,-0.147829384,-0.150272846,-5284,-6458,2611,-260,-97,75
-6.320692539,2.633621931,3.586514235,-1.85092175,-0.608421803,-0.533896208,-5253,-6310,2257,3,122,-279
-5.38934803,-0.270544797,4.137180328,-2.432465315,-1.034805775,-1.0995574,-5443,-6311,2294,-259,77,-277
-5.305551052,-3.660734415,6.205770969,-2.866179705,-1.200961113,-1.627344966,-5426,-6317,2302,-369,114,112
-5.262455463,-7.242460251,7.841010571,-2.935818434,-1.098335743,-2.190562725,-5407,-6328,2282,-563,65,284
-3.253720045,-6.670246124,6.598419666,1.466076612,0.318871647,-0.282219738,-5429,-6347,2214,-563,-120,534
-3.004723072,-6.495469093,6.339846134,1.021366715,0.544891775,-0.091629788,-5878,-5611,2311,-814,71,1978
-2.7533319,-6.919242859,6.366182327,-0.893085003,0.180816114,0.015882496,-6407,-5293,1805,-2547,-749,235
-2.79163909,-7.005434036,6.210559368,-1.117883444,-0.112399206,0.194255143,-6302,-5299,1619,-1758,-421,533
-2.686294317,-7.448361397,6.112396717,-0.844215751,-0.500909507,0.285884947,-6546,-4969,1552,-398,114,2572
-2.662352324,-7.61356163,5.920860767,-0.201585531,-0.660956204,0.23335053,-6837,-4386,1465,-339,261,4081
-2.341529369,-7.084442616,5.702988625,0.085521132,-0.259006858,0.262672067,-7810,-2680,1623,-1040,191,2907
-2.348711967,-7.058106422,5.861005783,-0.131946892,-0.037873644,0.228463605,-7848,-2388,1387,-1609,282,1057
-2.741360903,-6.883329868,5.535394192,-0.353080124,0.086742863,0.078190751,-8064,-2388,1362,-1643,258,770
-2.533065319,-7.448361397,5.413290024,-0.245567828,0.05009095,-0.078190751,-7599,-2497,904,-243,140,-1083
-2.839523315,-8.204929352,4.661510944,-0.371406078,0.064751714,-0.064751714,-7097,-3533,385,-771,349,-968
-4.520252705,-8.705317497,6.040570736,0.70860368,0.2003638,0.823446333,-6979,-4239,1226,223,-796,-361
-5.456385612,-7.903259754,6.215347767,1.329242826,0.450818539,1.518610954,-6932,-4280,1582,325,-139,42
-5.348646641,-2.607285738,5.173870087,1.750739813,0.896750152,1.27793014,-6899,-4442,1246,-245,333,379
-8.176198959,-0.651222885,6.021417141,0.682947338,0.021991149,0.079412483,-6811,-4285,1307,320,342,62
-8.0229702,1.355118155,5.207388878,0.886976361,0.306654364,0.372627795,-7001,-4493,1433,1800,76,-13
-7.893682957,1.659181833,4.721365929,0.63896507,0.228463605,0.322536856,-6916,-4720,1859,2260,156,461
-8.176198959,2.832340717,4.560954094,0.2846632,0.169820532,0.157603234,-7079,-4219,2079,2170,1316,-71
-7.934384346,3.41892004,3.349488258,0.334754169,0.150272846,0.129503429,-6912,-4240,2148,595,-118,-515
-8.188169479,3.586514235,3.136404276,0.167377084,0.101403631,0.090408057,-7177,-4259,2163,255,475,-114
-8.200140953,4.13239193,2.705447912,0.193033412,0.094073251,0.091629788,-6955,-4878,2119,-214,-110,-663
-8.030152321,4.302380562,2.262520552,0.183259577,0.051312681,0.090408057,-6711,-5210,2070,102,-85,-682
-8.058882713,4.592078686,2.30801034,0.042760566,0.008552114,-0.003665192,-6518,-5396,2120,353,-101,-500
-8.133103371,4.668693542,2.363077164,0.078190751,0.045204028,0.008552114,-6498,-5485,2148,-87,107,-476
-7.979874134,4.79319191,1.867477298,0.080634214,0.025656341,0.034208454,-5792,-5986,2004,70,-114,-892
-7.979874134,4.79319191,1.867477298,0.080634214,0.025656341,0.034208454,-5613,-5878,2009,76,-306,-393
-7.970297337,4.762067318,1.886630893,0.042760566,0.031764992,0.013439035,-5617,-5882,2018,78,-259,-601
-7.943961143,4.778826714,1.843535304,-0.013439035,0.014660766,-0.002443461,-5564,-6225,1991,1,125,-374
-8.025363922,4.879383087,1.89620769,-0.003665192,-0.003665192,-0.003665192,-5712,-6051,2308,-27,38,-550
-7.984662533,4.98233366,1.855506301,0.018325957,-0.009773844,-0.017104227,-5489,-6278,2364,-257,75,-285
-8.051700592,4.936843872,1.936909199,-0.017104227,-0.018325957,0.006108652,-5484,-6291,2378,9,78,-282
-7.946355343,4.951209068,1.977610588,-0.00122173,0.004886922,-0.010995574,-5404,-6335,2421,61,125,-359
-7.946355343,4.951209068,1.977610588,-0.00122173,0.004886922,-0.010995574,-5404,-6335,2421,61,125,-359
-7.929595947,5.063736439,1.910573006,0.030543262,0.010995574,0.012217305,-5402,-6365,2415,-169,-56,125
-7.946355343,5.008669853,1.89860189,-0.004886922,-0.006108652,-0.008552114,-5429,-6343,2372,-61,34,268
-8.006210327,5.09725523,2.111685991,-0.020769419,0.007330383,-0.02321288,-5252,-6509,2355,36,-113,-110
-8.006210327,5.09725523,2.111685991,-0.020769419,0.007330383,-0.02321288,-5252,-6509,2355,36,-113,-110
-7.92001915,4.994304657,1.82198751,0.014660766,0.019547688,-0.006108652,-5445,-6328,2356,10,-78,10
-7.797914982,4.896142483,1.771709204,0,0.024434609,-0.003665192,-5445,-6345,2361,88,-74,16
-8.015787125,5.087678432,1.872265697,0.013439035,-0.017104227,-0.006108652,-5383,-6335,2364,49,126,68
-7.896077156,4.879383087,1.903390408,0.002443461,0.00122173,0.012217305,-5384,-6311,2376,99,-106,51
-8.070854187,4.991910458,1.795651317,0.010995574,-0.004886922,0.024434609,-5096,-6369,2361,-283,-118,4
-7.759607792,4.874594688,1.795651317,-0.008552114,0.019547688,0.015882496,-5076,-6683,2363,52,-45,43
-7.891288757,5.056553841,1.766920805,0.003665192,-0.006108652,0.006108652,-5065,-6693,2347,-314,95,80
-7.975085735,5.257667065,1.867477298,0.002443461,-0.002443461,0.012217305,-5052,-6673,2324,42,-128,105
-7.936778545,5.171475887,1.865083098,-0.008552114,0,0.020769419,-5057,-6697,2329,-286,68,9
-7.931990147,5.183446884,1.848323703,0.010995574,0.002443461,-0.009773844,-5008,-6727,2351,45,-67,-337
-7.87931776,5.145139217,1.829170108,0.004886922,0.00122173,-0.029321533,-5176,-6558,2352,-262,20,65
-7.860164165,5.030217648,1.814804912,-0.007330383,0.007330383,-0.021991149,-5199,-6552,2309,-382,-98,38
-7.876923561,5.118803024,1.778891921,0.014660766,-0.004886922,-0.024434609,-5170,-6553,2006,33,-113,102
-7.671022415,4.702212334,1.9321208,-0.118507855,-0.10751228,-0.056199603,-5141,-6541,2020,31,-109,104
-7.682993412,4.477157116,2.406172752,-0.34452799,-0.145385921,-0.158824965,-5188,-6531,2023,49,117,-86
-6.854599476,3.97676897,3.414131641,-1.133765936,-0.486248732,-0.398284137,-5176,-6749,2343,-295,-74,128
-5.937620163,1.213860273,3.955221176,-1.73852253,-0.808785558,-0.800233483,-5001,-6687,2313,-159,-20,581
-5.679046631,-1.254561663,4.5394063,-2.349387646,-1.022588372,-1.259604096,-5062,-6689,1980,-249,282,506
-6.452373505,-6.603208065,8.020575523,-2.227214575,-0.636521578,-2.250427485,-5489,-6484,2175,-538,361,1034
-2.475604534,-7.797914982,4.809951305,-0.191811681,0.072082102,-0.166155353,-5924,-5805,917,-1468,336,-2047
-2.372653961,-8.140285492,5.054159641,0.078190751,-0.043982297,-0.062308256,-6046,-5807,1124,-393,22,398
-2.420537949,-8.068459511,5.054159641,-0.067195177,-0.054977871,-0.041538838,-6036,-5441,1327,-368,-797,2200
-2.080561161,-8.097189903,4.726154327,-0.052534413,-0.030543262,0.010995574,-6970,-4234,1233,-271,-592,551
-2.087743998,-8.109161377,4.817133904,-0.054977871,-0.0842994,0.008552114,-6994,-4476,1599,-47,-289,45
-2.013523579,-8.257601738,4.855441093,0.021991149,-0.09285152,-0.015882496,-7174,-4416,1583,-57,-127,166
-1.982398987,-8.070854187,4.910507679,-0.042760566,-0.021991149,-0.083077677,-6906,-4377,1544,-270,-110,-49
-1.862688899,-8.255207062,4.891354084,0.009773844,0.013439035,-0.078190751,-6870,-4473,1542,-307,-69,-39
-1.905784607,-8.197746277,4.821922302,0.003665192,0.014660766,-0.086742863,-6877,-4455,1260,-279,-61,-87
-1.82198751,-8.245630264,4.941632271,0.012217305,-0.052534413,-0.086742863,-6819,-4334,1633,19,44,102
-1.556231141,-8.322244644,4.675876141,0.019547688,-0.318871647,0.014660766,-6887,-4415,1650,55,-96,353
-1.247379065,-8.406042099,4.8291049,-0.081855945,-0.351858377,0.155159771,-7218,-4373,1637,-170,-108,533
-0.957680702,-8.173804283,5.348646641,0.017104227,-0.06963864,0.002443461,-7213,-4053,1419,-279,111,-48
-0.969651699,-8.176198959,5.257667065,0.063529983,0.083077677,-0.10751228,-7193,-4018,1639,108,330,-385
-1.175553083,-8.152256966,5.523423195,0.182037845,0.207694188,-0.152716309,-6815,-4247,1578,-438,-345,-203
-1.407790542,-8.037335396,5.98550415,0.323758572,0.302989155,-0.156381503,-6970,-4630,1209,-495,279,-432
-1.776497602,-8.228871346,6.349422932,0.500909507,0.334754169,0.074525557,-6941,-4492,1404,-462,142,-197
-2.26730895,-7.287950039,6.050147533,0.817337692,0.538783133,0.603534877,-6951,-4674,1303,-360,-71,-43
-2.827552319,-6.603208065,5.935225964,0.707381964,0.509461641,0.669508338,-7009,-4657,1287,-167,-100,-7
-4.295197964,-6.066906929,6.39251852,0.932180345,0.570548117,0.614530444,-7009,-4611,994,-363,-18,-36
-6.222530365,-1.043871999,6.397306919,0.158824965,0.384845108,0.229685336,-6947,-4728,951,-40,291,-271
-7.532158375,-0.397437483,7.010222435,0.124616511,0.109955743,0.27488935,-6621,-4511,927,288,351,-304
-7.65426302,-0.280121595,6.885724068,0.414166629,0.163711891,0.498466045,-6582,-4554,930,318,-3,-350
-7.338228226,0.574608386,6.145915985,0.663399637,0.415388376,0.65240407,-6570,-4765,909,628,-99,-27
-7.187393665,1.398213744,5.31512785,0.718377531,0.557109118,0.60597831,-6575,-4948,977,1663,600,912
-7.376535416,2.588132143,4.762067318,0.475253165,0.193033412,0.237015709,-7261,-4215,1448,2426,736,1046
-7.872135162,3.42131424,4.604049683,0.249233022,0.163711891,0.108734012,-7278,-4150,1485,-556,113,-64
-7.833827972,3.892971992,4.113238335,0.42394048,0.173485726,0.125838235,-6886,-4246,1658,196,-91,-332
-7.738059998,3.823540211,3.610456228,0.280998021,0.128281698,0.149051115,-6866,-4235,1418,459,529,-443
-7.752425194,4.230554581,3.385401249,0.305432618,0.13072516,0.091629788,-6909,-4308,1427,887,384,-870
-7.716512203,4.412513733,3.241749048,0.224798411,0.120951317,0.039095376,-6793,-4704,1474,737,547,-977
-7.790732384,4.740519524,2.760514498,0.043982297,0.041538838,0.017104227,-6219,-5510,1696,-339,-183,-1312
