id,AcualTime,WatchTime,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
0,2025-07-03 16:45:42.863,2025-07-03T16:45:42.558605,2.1068975925445557,-8.26478385925293,4.675876140594482,-0.009773843921720982,-0.0024434609804302454,-0.009773843921720982,-10.4399995803833,-14.399999618530273,-36.71999740600586
1,2025-07-03 16:45:42.964,2025-07-03T16:45:42.558605,2.1068975925445557,-8.26478385925293,4.675876140594482,-0.009773843921720982,-0.0024434609804302454,-0.009773843921720982,-10.4399995803833,-14.399999618530273,-36.71999740600586
2,2025-07-03 16:45:43.064,2025-07-03T16:45:42.758559,2.1475989818573,-8.293514251708984,4.72376012802124,-0.009773843921720982,0.004886921960860491,0.0024434609804302454,-10.619999885559082,-13.920000076293945,-37.31999969482422
3,2025-07-03 16:45:43.164,2025-07-03T16:45:42.758559,2.1475989818573,-8.293514251708984,4.72376012802124,-0.009773843921720982,0.004886921960860491,0.0024434609804302454,-10.619999885559082,-13.920000076293945,-37.31999969482422
4,2025-07-03 16:45:43.276,2025-07-03T16:45:42.858576,2.2218191623687744,-8.281543731689453,4.69024133682251,-0.010995574295520782,0.00733038317412138,-0.00855211354792118,-10.679999351501465,-14.039999961853027,-37.2599983215332
5,2025-07-03 16:45:43.376,2025-07-03T16:45:43.058674,2.296039342880249,-8.178592681884766,4.644751071929932,0.006108652334660292,0.0,-0.019547687843441963,-11.039999961853027,-14.519999504089355,-37.13999938964844
6,2025-07-03 16:45:43.475,2025-07-03T16:45:43.157861,2.5761611461639404,-8.501810073852539,5.468356609344482,0.019547687843441963,0.22602014243602753,0.06352998316287994,-11.34000015258789,-14.279999732971191,-36.89999771118164
7,2025-07-03 16:45:43.572,2025-07-03T16:45:43.157861,2.5761611461639404,-8.501810073852539,5.468356609344482,0.019547687843441963,0.22602014243602753,0.06352998316287994,-11.34000015258789,-14.279999732971191,-36.89999771118164
8,2025-07-03 16:45:43.673,2025-07-03T16:45:43.258634,1.278503656387329,-8.695740699768066,5.542576789855957,-1.9364428520202637,1.5540411472320557,1.0152580738067627,-11.460000038146973,-14.219999313354492,-37.20000076293945
9,2025-07-03 16:45:43.767,2025-07-03T16:45:43.458513,-0.1388636976480484,-9.294290542602539,0.3423708379268646,-0.11484266817569733,0.251676470041275,-0.9871582388877869,-8.09999942779541,-8.819999694824219,-38.15999984741211
10,2025-07-03 16:45:43.874,2025-07-03T16:45:43.558707,1.1779472827911377,-10.35252857208252,0.8954314589500427,0.23457226157188416,-0.4337143301963806,-0.9199630618095398,-4.859999656677246,-5.400000095367432,-38.52000045776367
11,2025-07-03 16:45:43.966,2025-07-03T16:45:43.658489,1.5825673341751099,-8.62391471862793,2.4660277366638184,1.1716395616531372,-0.9382890462875366,0.03176499158143997,-1.4399999380111694,-1.7999999523162842,-39.71999740600586
12,2025-07-03 16:45:44.066,2025-07-03T16:45:43.658489,1.5825673341751099,-8.62391471862793,2.4660277366638184,1.1716395616531372,-0.9382890462875366,0.03176499158143997,-1.4399999380111694,-1.7999999523162842,-39.71999740600586
13,2025-07-03 16:45:44.166,2025-07-03T16:45:43.758084,2.3726539611816406,-7.4986395835876465,5.683835029602051,1.3561208248138428,-0.3933972120285034,-0.3933972120285034,-0.17999999225139618,-0.7799999713897705,-39.84000015258789
14,2025-07-03 16:45:44.266,2025-07-03T16:45:43.858447,2.5737667083740234,-9.184157371520996,3.533841609954834,-0.03176499158143997,0.013439035043120384,-0.06108652427792549,-1.1399999856948853,-3.4800000190734863,-40.2599983215332
15,2025-07-03 16:45:44.367,2025-07-03T16:45:44.058351,2.1547815799713135,-8.686163902282715,4.041412353515625,0.013439035043120384,-0.05253441259264946,-0.0354301854968071,-5.099999904632568,-8.399999618530273,-39.71999740600586
16,2025-07-03 16:45:44.465,2025-07-03T16:45:44.058351,2.1547815799713135,-8.686163902282715,4.041412353515625,0.013439035043120384,-0.05253441259264946,-0.0354301854968071,-5.099999904632568,-8.399999618530273,-39.71999740600586
17,2025-07-03 16:45:44.564,2025-07-03T16:45:44.258021,2.0877439975738525,-8.607154846191406,3.9480385780334473,0.00733038317412138,0.015882495790719986,0.0024434609804302454,-6.659999847412109,-9.960000038146973,-38.63999938964844
18,2025-07-03 16:45:44.664,2025-07-03T16:45:44.258021,2.0877439975738525,-8.607154846191406,3.9480385780334473,0.00733038317412138,0.015882495790719986,0.0024434609804302454,-6.659999847412109,-9.960000038146973,-38.63999938964844
19,2025-07-03 16:45:44.764,2025-07-03T16:45:44.358290,2.2170307636260986,-8.738836288452148,3.9695863723754883,0.0,-0.004886921960860491,0.009773843921720982,-6.839999675750732,-10.139999389648438,-38.39999771118164
20,2025-07-03 16:45:44.865,2025-07-03T16:45:44.458775,2.1116859912872314,-8.772355079650879,3.8810009956359863,-0.03298672288656235,0.0012217304902151227,0.01466076634824276,-6.659999847412109,-10.139999389648438,-38.279998779296875
21,2025-07-03 16:45:44.969,2025-07-03T16:45:44.558632,2.0805611610412598,-8.700529098510742,3.955221176147461,-0.004886921960860491,-0.004886921960860491,0.012217304669320583,-6.659999847412109,-10.380000114440918,-38.57999801635742
22,2025-07-03 16:45:45.064,2025-07-03T16:45:44.658581,2.1308395862579346,-8.688557624816895,3.9480385780334473,0.00366519158706069,-0.01466076634824276,0.006108652334660292,-6.359999656677246,-10.139999389648438,-38.63999938964844
23,2025-07-03 16:45:45.164,2025-07-03T16:45:44.758418,2.1547815799713135,-8.652645111083984,3.9384617805480957,-0.0012217304902151227,-0.0024434609804302454,-0.0012217304902151227,-6.420000076293945,-10.319999694824219,-38.87999725341797
24,2025-07-03 16:45:45.264,2025-07-03T16:45:44.858343,2.169146776199341,-8.667010307312012,3.9456443786621094,0.013439035043120384,-0.004886921960860491,-0.0012217304902151227,-6.960000038146973,-10.139999389648438,-38.939998626708984
